pclass,survived,name,sex,fare
3,1,"Lam, Mr. Ali",male,56.4958
3,0,"Lam, Mr. Len",male,56.4958
3,1,"Landergren, Miss. Aurora Adelia",female,7.25
3,0,"Lane, Mr. Patrick",male,7.75
3,1,"Lang, Mr. Fang",male,56.4958
3,0,"Larsson, Mr. August Viktor",male,9.4833
3,0,"Larsson, Mr. Bengt Edvin",male,7.775
3,0,"Larsson-Rondberg, Mr. Edvard A",male,7.775
3,1,"Leeni, Mr. Fahim (""Philip Zenni"")",male,7.225
3,0,"Lefebre, Master. Henry Forbes",male,25.4667
3,0,"Lefebre, Miss. Ida",female,25.4667
3,0,"Lefebre, Miss. Jeannie",female,25.4667
3,0,"Lefebre, Miss. Mathilde",female,25.4667
3,0,"Lefebre, Mrs. Frank (Frances)",female,25.4667
3,0,"Leinonen, Mr. Antti Gustaf",male,7.925
3,0,"Lemberopolous, Mr. Peter L",male,6.4375
3,0,"Lennon, Miss. Mary",female,15.5
3,0,"Lennon, Mr. Denis",male,15.5
3,0,"Leonard, Mr. Lionel",male,0.0
3,0,"Lester, Mr. James",male,24.15
3,0,"Lievens, Mr. Rene Aime",male,9.5
3,0,"Lindahl, Miss. Agda Thorilda Viktoria",female,7.775
3,0,"Lindblom, Miss. Augusta Charlotta",female,7.75
3,0,"Lindell, Mr. Edvard Bengtsson",male,15.55
3,0,"Lindell, Mrs. Edvard Bengtsson (Elin Gerda Persson)",female,15.55
3,1,"Lindqvist, Mr. Eino William",male,7.925
3,0,"Linehan, Mr. Michael",male,7.8792
3,0,"Ling, Mr. Lee",male,56.4958
3,0,"Lithman, Mr. Simon",male,7.55
3,0,"Lobb, Mr. William Arthur",male,16.1
3,0,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",female,16.1
3,0,"Lockyer, Mr. Edward",male,7.8792
3,0,"Lovell, Mr. John Hall (""Henry"")",male,7.25
3,1,"Lulic, Mr. Nikola",male,8.6625
3,0,"Lundahl, Mr. Johan Svensson",male,7.0542
3,1,"Lundin, Miss. Olga Elida",female,7.8542
3,1,"Lundstrom, Mr. Thure Edvin",male,7.5792
3,0,"Lyntakoff, Mr. Stanko",male,7.8958
3,0,"MacKay, Mr. George William",male,7.55
3,1,"Madigan, Miss. Margaret ""Maggie""",female,7.75
3,1,"Madsen, Mr. Fridtjof Arne",male,7.1417
3,0,"Maenpaa, Mr. Matti Alexanteri",male,7.125
3,0,"Mahon, Miss. Bridget Delia",female,7.8792
3,0,"Mahon, Mr. John",male,7.75
3,0,"Maisner, Mr. Simon",male,8.05
3,0,"Makinen, Mr. Kalle Edvard",male,7.925
3,1,"Mamee, Mr. Hanna",male,7.2292
3,0,"Mangan, Miss. Mary",female,7.75
3,1,"Mannion, Miss. Margareth",female,7.7375
3,0,"Mardirosian, Mr. Sarkis",male,7.2292
3,0,"Markoff, Mr. Marin",male,7.8958
3,0,"Markun, Mr. Johann",male,7.8958
3,1,"Masselmani, Mrs. Fatima",female,7.225
3,0,"Matinoff, Mr. Nicola",male,7.8958
3,1,"McCarthy, Miss. Catherine ""Katie""",female,7.75
3,1,"McCormack, Mr. Thomas Joseph",male,7.75
3,1,"McCoy, Miss. Agnes",female,23.25
3,1,"McCoy, Miss. Alicia",female,23.25
3,1,"McCoy, Mr. Bernard",male,23.25
3,1,"McDermott, Miss. Brigdet Delia",female,7.7875
3,0,"McEvoy, Mr. Michael",male,15.5
3,1,"McGovern, Miss. Mary",female,7.8792
3,1,"McGowan, Miss. Anna ""Annie""",female,8.0292
3,0,"McGowan, Miss. Katherine",female,7.75
3,0,"McMahon, Mr. Martin",male,7.75
3,0,"McNamee, Mr. Neal",male,16.1
3,0,"McNamee, Mrs. Neal (Eileen O'Leary)",female,16.1
3,0,"McNeill, Miss. Bridget",female,7.75
3,0,"Meanwell, Miss. (Marion Ogden)",female,8.05
3,0,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,8.05
3,0,"Meo, Mr. Alfonzo",male,8.05
3,0,"Mernagh, Mr. Robert",male,7.75
3,1,"Midtsjo, Mr. Karl Albert",male,7.775
3,0,"Miles, Mr. Frank",male,8.05
3,0,"Mineff, Mr. Ivan",male,7.8958
3,0,"Minkoff, Mr. Lazar",male,7.8958
3,0,"Mionoff, Mr. Stoytcho",male,7.8958
3,0,"Mitkoff, Mr. Mito",male,7.8958
3,1,"Mockler, Miss. Helen Mary ""Ellie""",female,7.8792
3,0,"Moen, Mr. Sigurd Hansen",male,7.65
3,1,"Moor, Master. Meier",male,12.475
3,1,"Moor, Mrs. (Beila)",female,12.475
3,0,"Moore, Mr. Leonard Charles",male,8.05
3,1,"Moran, Miss. Bertha",female,24.15
3,0,"Moran, Mr. Daniel J",male,24.15
3,0,"Moran, Mr. James",male,8.4583
3,0,"Morley, Mr. William",male,8.05
3,0,"Morrow, Mr. Thomas Rowan",male,7.75
3,1,"Moss, Mr. Albert Johan",male,7.775
3,1,"Moubarek, Master. Gerios",male,15.2458
3,1,"Moubarek, Master. Halim Gonios (""William George"")",male,15.2458
3,1,"Moubarek, Mrs. George (Omine ""Amenia"" Alexander)",female,15.2458
3,1,"Moussa, Mrs. (Mantoura Boulos)",female,7.2292
3,0,"Moutal, Mr. Rahamin Haim",male,8.05
3,1,"Mullens, Miss. Katherine ""Katie""",female,7.7333
3,1,"Mulvihill, Miss. Bertha E",female,7.75
3,0,"Murdlin, Mr. Joseph",male,8.05
3,1,"Murphy, Miss. Katherine ""Kate""",female,15.5
3,1,"Murphy, Miss. Margaret Jane",female,15.5
3,1,"Murphy, Miss. Nora",female,15.5
3,0,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",male,7.75
3,0,"Naidenoff, Mr. Penko",male,7.8958
3,1,"Najib, Miss. Adele Kiamie ""Jane""",female,7.225
3,1,"Nakid, Miss. Maria (""Mary"")",female,15.7417
3,1,"Nakid, Mr. Sahid",male,15.7417
3,1,"Nakid, Mrs. Said (Waika ""Mary"" Mowad)",female,15.7417
3,0,"Nancarrow, Mr. William Henry",male,8.05
3,0,"Nankoff, Mr. Minko",male,7.8958
3,0,"Nasr, Mr. Mustafa",male,7.2292
3,0,"Naughton, Miss. Hannah",female,7.75
3,0,"Nenkoff, Mr. Christo",male,7.8958
3,1,"Nicola-Yarred, Master. Elias",male,11.2417
3,1,"Nicola-Yarred, Miss. Jamila",female,11.2417
3,0,"Nieminen, Miss. Manta Josefina",female,7.925
3,0,"Niklasson, Mr. Samuel",male,8.05
3,1,"Nilsson, Miss. Berta Olivia",female,7.775
3,1,"Nilsson, Miss. Helmina Josefina",female,7.8542
3,0,"Nilsson, Mr. August Ferdinand",male,7.8542
3,0,"Nirva, Mr. Iisakki Antino Aijo",male,7.125
3,1,"Niskanen, Mr. Juha",male,7.925
3,0,"Nosworthy, Mr. Richard Cater",male,7.8
3,0,"Novel, Mr. Mansouer",male,7.2292
3,1,"Nysten, Miss. Anna Sofia",female,7.75
3,0,"Nysveen, Mr. Johan Hansen",male,6.2375
3,0,"O'Brien, Mr. Thomas",male,15.5
3,0,"O'Brien, Mr. Timothy",male,7.8292
3,1,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",female,15.5
3,0,"O'Connell, Mr. Patrick D",male,7.7333
3,0,"O'Connor, Mr. Maurice",male,7.75
3,0,"O'Connor, Mr. Patrick",male,7.75
3,0,"Odahl, Mr. Nils Martin",male,9.225
3,0,"O'Donoghue, Ms. Bridget",female,7.75
3,1,"O'Driscoll, Miss. Bridget",female,7.75
3,1,"O'Dwyer, Miss. Ellen ""Nellie""",female,7.8792
3,1,"Ohman, Miss. Velin",female,7.775
3,1,"O'Keefe, Mr. Patrick",male,7.75
3,1,"O'Leary, Miss. Hanora ""Norah""",female,7.8292
3,1,"Olsen, Master. Artur Karl",male,3.1708
3,0,"Olsen, Mr. Henry Margido",male,22.525
3,0,"Olsen, Mr. Karl Siegwart Andreas",male,8.4042
3,0,"Olsen, Mr. Ole Martin",male,7.3125
3,0,"Olsson, Miss. Elina",female,7.8542
3,0,"Olsson, Mr. Nils Johan Goransson",male,7.8542
3,1,"Olsson, Mr. Oscar Wilhelm",male,7.775
3,0,"Olsvigen, Mr. Thor Anderson",male,9.225
3,0,"Oreskovic, Miss. Jelka",female,8.6625
3,0,"Oreskovic, Miss. Marija",female,8.6625
3,0,"Oreskovic, Mr. Luka",male,8.6625
3,0,"Osen, Mr. Olaf Elon",male,9.2167
3,1,"Osman, Mrs. Mara",female,8.6833
3,0,"O'Sullivan, Miss. Bridget Mary",female,7.6292
3,0,"Palsson, Master. Gosta Leonard",male,21.075
3,0,"Palsson, Master. Paul Folke",male,21.075
3,0,"Palsson, Miss. Stina Viola",female,21.075
3,0,"Palsson, Miss. Torborg Danira",female,21.075
3,0,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",female,21.075
3,0,"Panula, Master. Eino Viljami",male,39.6875
3,0,"Panula, Master. Juha Niilo",male,39.6875
3,0,"Panula, Master. Urho Abraham",male,39.6875
3,0,"Panula, Mr. Ernesti Arvid",male,39.6875
3,0,"Panula, Mr. Jaako Arnold",male,39.6875
3,0,"Panula, Mrs. Juha (Maria Emilia Ojala)",female,39.6875
3,0,"Pasic, Mr. Jakob",male,8.6625
3,0,"Patchett, Mr. George",male,14.5
3,0,"Paulner, Mr. Uscher",male,8.7125
3,0,"Pavlovic, Mr. Stefo",male,7.8958
3,0,"Peacock, Master. Alfred Edward",male,13.775
3,0,"Peacock, Miss. Treasteall",female,13.775
3,0,"Peacock, Mrs. Benjamin (Edith Nile)",female,13.775
3,0,"Pearce, Mr. Ernest",male,7.0
3,0,"Pedersen, Mr. Olaf",male,7.775
3,0,"Peduzzi, Mr. Joseph",male,8.05
3,0,"Pekoniemi, Mr. Edvard",male,7.925
3,0,"Peltomaki, Mr. Nikolai Johannes",male,7.925
3,0,"Perkin, Mr. John Henry",male,7.25
3,1,"Persson, Mr. Ernst Ulrik",male,7.775
3,1,"Peter, Master. Michael J",male,22.3583
3,1,"Peter, Miss. Anna",female,22.3583
3,1,"Peter, Mrs. Catherine (Catherine Rizk)",female,22.3583
3,0,"Peters, Miss. Katie",female,8.1375
3,0,"Petersen, Mr. Marius",male,8.05
3,0,"Petranec, Miss. Matilda",female,7.8958
3,0,"Petroff, Mr. Nedelio",male,7.8958
3,0,"Petroff, Mr. Pastcho (""Pentcho"")",male,7.8958
3,0,"Petterson, Mr. Johan Emil",male,7.775
3,0,"Pettersson, Miss. Ellen Natalia",female,7.775
3,1,"Pickard, Mr. Berk (Berk Trembisky)",male,8.05
3,0,"Plotcharsky, Mr. Vasil",male,7.8958
3,0,"Pokrnic, Mr. Mate",male,8.6625
3,0,"Pokrnic, Mr. Tome",male,8.6625
3,0,"Radeff, Mr. Alexander",male,7.8958
3,0,"Rasmussen, Mrs. (Lena Jacobsen Solvang)",female,8.1125
3,0,"Razi, Mr. Raihed",male,7.2292
3,0,"Reed, Mr. James George",male,7.25
3,0,"Rekic, Mr. Tido",male,7.8958
3,0,"Reynolds, Mr. Harold J",male,8.05
3,0,"Rice, Master. Albert",male,29.125
3,0,"Rice, Master. Arthur",male,29.125
3,0,"Rice, Master. Eric",male,29.125
3,0,"Rice, Master. Eugene",male,29.125
3,0,"Rice, Master. George Hugh",male,29.125
3,0,"Rice, Mrs. William (Margaret Norton)",female,29.125
3,0,"Riihivouri, Miss. Susanna Juhantytar ""Sanni""",female,39.6875
3,0,"Rintamaki, Mr. Matti",male,7.125
3,1,"Riordan, Miss. Johanna ""Hannah""",female,7.7208
3,0,"Risien, Mr. Samuel Beard",male,14.5
3,0,"Risien, Mrs. Samuel (Emma)",female,14.5
3,0,"Robins, Mr. Alexander A",male,14.5
3,0,"Robins, Mrs. Alexander A (Grace Charity Laury)",female,14.5
3,0,"Rogers, Mr. William John",male,8.05
3,0,"Rommetvedt, Mr. Knud Paust",male,7.775
3,0,"Rosblom, Miss. Salli Helena",female,20.2125
3,0,"Rosblom, Mr. Viktor Richard",male,20.2125
3,0,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",female,20.2125
3,1,"Roth, Miss. Sarah A",female,8.05
3,0,"Rouse, Mr. Richard Henry",male,8.05
3,0,"Rush, Mr. Alfred George John",male,8.05
3,1,"Ryan, Mr. Edward",male,7.75
3,0,"Ryan, Mr. Patrick",male,24.15
3,0,"Saad, Mr. Amin",male,7.2292
3,0,"Saad, Mr. Khalil",male,7.225
3,0,"Saade, Mr. Jean Nassr",male,7.225
3,0,"Sadlier, Mr. Matthew",male,7.7292
3,0,"Sadowitz, Mr. Harry",male,7.575
3,0,"Saether, Mr. Simon Sivertsen",male,7.25
3,0,"Sage, Master. Thomas Henry",male,69.55
3,0,"Sage, Master. William Henry",male,69.55
3,0,"Sage, Miss. Ada",female,69.55
3,0,"Sage, Miss. Constance Gladys",female,69.55
3,0,"Sage, Miss. Dorothy Edith ""Dolly""",female,69.55
3,0,"Sage, Miss. Stella Anna",female,69.55
3,0,"Sage, Mr. Douglas Bullen",male,69.55
3,0,"Sage, Mr. Frederick",male,69.55
3,0,"Sage, Mr. George John Jr",male,69.55
3,0,"Sage, Mr. John George",male,69.55
3,0,"Sage, Mrs. John (Annie Bullen)",female,69.55
3,0,"Salander, Mr. Karl Johan",male,9.325
3,1,"Salkjelsvik, Miss. Anna Kristine",female,7.65
3,0,"Salonen, Mr. Johan Werner",male,7.925
3,0,"Samaan, Mr. Elias",male,21.6792
3,0,"Samaan, Mr. Hanna",male,21.6792
3,0,"Samaan, Mr. Youssef",male,21.6792
3,1,"Sandstrom, Miss. Beatrice Irene",female,16.7
3,1,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,16.7
3,1,"Sandstrom, Miss. Marguerite Rut",female,16.7
3,1,"Sap, Mr. Julius",male,9.5
3,0,"Saundercock, Mr. William Henry",male,8.05
3,0,"Sawyer, Mr. Frederick Charles",male,8.05
3,0,"Scanlan, Mr. James",male,7.725
3,0,"Sdycoff, Mr. Todor",male,7.8958
3,0,"Shaughnessy, Mr. Patrick",male,7.75
3,1,"Sheerlinck, Mr. Jan Baptist",male,9.5
3,0,"Shellard, Mr. Frederick William",male,15.1
3,1,"Shine, Miss. Ellen Natalia",female,7.7792
3,0,"Shorney, Mr. Charles Joseph",male,8.05
3,0,"Simmons, Mr. John",male,8.05
3,0,"Sirayanian, Mr. Orsen",male,7.2292
3,0,"Sirota, Mr. Maurice",male,8.05
3,0,"Sivic, Mr. Husein",male,7.8958
3,0,"Sivola, Mr. Antti Wilhelm",male,7.925
3,1,"Sjoblom, Miss. Anna Sofia",female,7.4958
3,0,"Skoog, Master. Harald",male,27.9
3,0,"Skoog, Master. Karl Thorsten",male,27.9
3,0,"Skoog, Miss. Mabel",female,27.9
3,0,"Skoog, Miss. Margit Elizabeth",female,27.9
3,0,"Skoog, Mr. Wilhelm",male,27.9
3,0,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",female,27.9
3,0,"Slabenoff, Mr. Petco",male,7.8958
3,0,"Slocovski, Mr. Selman Francis",male,8.05
3,0,"Smiljanic, Mr. Mile",male,8.6625
3,0,"Smith, Mr. Thomas",male,7.75
3,1,"Smyth, Miss. Julia",female,7.7333
3,0,"Soholt, Mr. Peter Andreas Lauritz Andersen",male,7.65
3,0,"Somerton, Mr. Francis William",male,8.05
3,0,"Spector, Mr. Woolf",male,8.05
3,0,"Spinner, Mr. Henry John",male,8.05
3,0,"Staneff, Mr. Ivan",male,7.8958
3,0,"Stankovic, Mr. Ivan",male,8.6625
3,1,"Stanley, Miss. Amy Zillah Elsie",female,7.55
3,0,"Stanley, Mr. Edward Roland",male,8.05
3,0,"Storey, Mr. Thomas",male,
3,0,"Stoytcheff, Mr. Ilia",male,7.8958
3,0,"Strandberg, Miss. Ida Sofia",female,9.8375
3,1,"Stranden, Mr. Juho",male,7.925
3,0,"Strilic, Mr. Ivan",male,8.6625
3,0,"Strom, Miss. Telma Matilda",female,10.4625
3,0,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",female,10.4625
3,1,"Sunderland, Mr. Victor Francis",male,8.05
3,1,"Sundman, Mr. Johan Julian",male,7.925
3,0,"Sutehall, Mr. Henry Jr",male,7.05
3,0,"Svensson, Mr. Johan",male,7.775
3,1,"Svensson, Mr. Johan Cervin",male,9.225
3,0,"Svensson, Mr. Olof",male,7.7958
3,1,"Tenglin, Mr. Gunnar Isidor",male,7.7958
3,0,"Theobald, Mr. Thomas Leonard",male,8.05
3,1,"Thomas, Master. Assad Alexander",male,8.5167
3,0,"Thomas, Mr. Charles P",male,6.4375
3,0,"Thomas, Mr. John",male,6.4375
3,0,"Thomas, Mr. Tannous",male,7.225
3,1,"Thomas, Mrs. Alexander (Thamine ""Thelma"")",female,8.5167
3,0,"Thomson, Mr. Alexander Morrison",male,8.05
3,0,"Thorneycroft, Mr. Percival",male,16.1
3,1,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,16.1
3,0,"Tikkanen, Mr. Juho",male,7.925
3,0,"Tobin, Mr. Roger",male,7.75
3,0,"Todoroff, Mr. Lalio",male,7.8958
3,0,"Tomlin, Mr. Ernest Portage",male,8.05
3,0,"Torber, Mr. Ernst William",male,8.05
3,0,"Torfa, Mr. Assad",male,7.2292
3,1,"Tornquist, Mr. William Henry",male,0.0
3,0,"Toufik, Mr. Nakli",male,7.2292
3,1,"Touma, Master. Georges Youssef",male,15.2458
3,1,"Touma, Miss. Maria Youssef",female,15.2458
3,1,"Touma, Mrs. Darwis (Hanne Youssef Razi)",female,15.2458
3,0,"Turcin, Mr. Stjepan",male,7.8958
3,1,"Turja, Miss. Anna Sofia",female,9.8417
3,1,"Turkula, Mrs. (Hedwig)",female,9.5875
3,0,"van Billiard, Master. James William",male,14.5
3,0,"van Billiard, Master. Walter John",male,14.5
3,0,"van Billiard, Mr. Austin Blyler",male,14.5
3,0,"Van Impe, Miss. Catharina",female,24.15
3,0,"Van Impe, Mr. Jean Baptiste",male,24.15
3,0,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",female,24.15
3,0,"van Melkebeke, Mr. Philemon",male,9.5
3,0,"Vande Velde, Mr. Johannes Joseph",male,9.5
3,0,"Vande Walle, Mr. Nestor Cyriel",male,9.5
3,0,"Vanden Steen, Mr. Leo Peter",male,9.5
3,0,"Vander Cruyssen, Mr. Victor",male,9.0
3,0,"Vander Planke, Miss. Augusta Maria",female,18.0
3,0,"Vander Planke, Mr. Julius",male,18.0
3,0,"Vander Planke, Mr. Leo Edmondus",male,18.0
3,0,"Vander Planke, Mrs. Julius (Emelia Maria Vandemoortele)",female,18.0
3,1,"Vartanian, Mr. David",male,7.225
3,0,"Vendel, Mr. Olof Edvin",male,7.8542
3,0,"Vestrom, Miss. Hulda Amanda Adolfina",female,7.8542
3,0,"Vovk, Mr. Janko",male,7.8958
3,0,"Waelens, Mr. Achille",male,9.0
3,0,"Ware, Mr. Frederick",male,8.05
3,0,"Warren, Mr. Charles William",male,7.55
3,0,"Webber, Mr. James",male,8.05
3,0,"Wenzel, Mr. Linhart",male,9.5
3,1,"Whabee, Mrs. George Joseph (Shawneene Abi-Saab)",female,7.2292
3,0,"Widegren, Mr. Carl/Charles Peter",male,7.75
3,0,"Wiklund, Mr. Jakob Alfred",male,6.4958
3,0,"Wiklund, Mr. Karl Johan",male,6.4958
3,1,"Wilkes, Mrs. James (Ellen Needs)",female,7.0
3,0,"Willer, Mr. Aaron (""Abi Weller"")",male,8.7125
3,0,"Willey, Mr. Edward",male,7.55
3,0,"Williams, Mr. Howard Hugh ""Harry""",male,8.05
3,0,"Williams, Mr. Leslie",male,16.1
3,0,"Windelov, Mr. Einar",male,7.25
3,0,"Wirz, Mr. Albert",male,8.6625
3,0,"Wiseman, Mr. Phillippe",male,7.25
3,0,"Wittevrongel, Mr. Camille",male,9.5
3,0,"Yasbeck, Mr. Antoni",male,14.4542
3,1,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,14.4542
3,0,"Youseff, Mr. Gerious",male,7.225
3,0,"Yousif, Mr. Wazli",male,7.225
3,0,"Yousseff, Mr. Gerious",male,14.4583
3,0,"Zabour, Miss. Hileni",female,14.4542
3,0,"Zabour, Miss. Thamine",female,14.4542
3,0,"Zakarian, Mr. Mapriededer",male,7.225
3,0,"Zakarian, Mr. Ortin",male,7.225
3,0,"Zimmerman, Mr. Leo",male,7.875
