name,age,ticket
"Moubarek, Master. Halim Gonios (""William George"")",,2661
"Moubarek, Mrs. George (Omine ""Amenia"" Alexander)",,2661
"Moussa, Mrs. (Mantoura Boulos)",,2626
"Moutal, Mr. Rahamin Haim",,374746
"Mullens, Miss. Katherine ""Katie""",,35852
"Mulvihill, Miss. Bertha E",24.0,382653
"Murdlin, Mr. Joseph",,A./5. 3235
"Murphy, Miss. Katherine ""Kate""",,367230
"Murphy, Miss. Margaret Jane",,367230
"Murphy, Miss. Nora",,36568
"Myhrman, Mr. Pehr Fabian Oliver Malkolm",18.0,347078
"Naidenoff, Mr. Penko",22.0,349206
"Najib, Miss. Adele Kiamie ""Jane""",15.0,2667
"Nakid, Miss. Maria (""Mary"")",1.0,2653
"Nakid, Mr. Sahid",20.0,2653
"Nakid, Mrs. Said (Waika ""Mary"" Mowad)",19.0,2653
"Nancarrow, Mr. William Henry",33.0,A./5. 3338
"Nankoff, Mr. Minko",,349218
"Nasr, Mr. Mustafa",,2652
"Naughton, Miss. Hannah",,365237
"Nenkoff, Mr. Christo",,349234
"Nicola-Yarred, Master. Elias",12.0,2651
"Nicola-Yarred, Miss. Jamila",14.0,2651
"Nieminen, Miss. Manta Josefina",29.0,3101297
"Niklasson, Mr. Samuel",28.0,363611
"Nilsson, Miss. Berta Olivia",18.0,347066
"Nilsson, Miss. Helmina Josefina",26.0,347470
"Nilsson, Mr. August Ferdinand",21.0,350410
"Nirva, Mr. Iisakki Antino Aijo",41.0,SOTON/O2 3101272
"Niskanen, Mr. Juha",39.0,STON/O 2. 3101289
"Nosworthy, Mr. Richard Cater",21.0,A/4. 39886
"Novel, Mr. Mansouer",28.5,2697
"Nysten, Miss. Anna Sofia",22.0,347081
"Nysveen, Mr. Johan Hansen",61.0,345364
"O'Brien, Mr. Thomas",,370365
"O'Brien, Mr. Timothy",,330979
"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",,370365
"O'Connell, Mr. Patrick D",,334912
"O'Connor, Mr. Maurice",,371060
"O'Connor, Mr. Patrick",,366713
"Odahl, Mr. Nils Martin",23.0,7267
"O'Donoghue, Ms. Bridget",,364856
"O'Driscoll, Miss. Bridget",,14311
"O'Dwyer, Miss. Ellen ""Nellie""",,330959
"Ohman, Miss. Velin",22.0,347085
"O'Keefe, Mr. Patrick",,368402
"O'Leary, Miss. Hanora ""Norah""",,330919
"Olsen, Master. Artur Karl",9.0,C 17368
"Olsen, Mr. Henry Margido",28.0,C 4001
"Olsen, Mr. Karl Siegwart Andreas",42.0,4579
"Olsen, Mr. Ole Martin",,Fa 265302
"Olsson, Miss. Elina",31.0,350407
"Olsson, Mr. Nils Johan Goransson",28.0,347464
"Olsson, Mr. Oscar Wilhelm",32.0,347079
"Olsvigen, Mr. Thor Anderson",20.0,6563
"Oreskovic, Miss. Jelka",23.0,315085
"Oreskovic, Miss. Marija",20.0,315096
"Oreskovic, Mr. Luka",20.0,315094
"Osen, Mr. Olaf Elon",16.0,7534
"Osman, Mrs. Mara",31.0,349244
"O'Sullivan, Miss. Bridget Mary",,330909
"Palsson, Master. Gosta Leonard",2.0,349909
"Palsson, Master. Paul Folke",6.0,349909
"Palsson, Miss. Stina Viola",3.0,349909
"Palsson, Miss. Torborg Danira",8.0,349909
"Palsson, Mrs. Nils (Alma Cornelia Berglund)",29.0,349909
"Panula, Master. Eino Viljami",1.0,3101295
"Panula, Master. Juha Niilo",7.0,3101295
"Panula, Master. Urho Abraham",2.0,3101295
"Panula, Mr. Ernesti Arvid",16.0,3101295
"Panula, Mr. Jaako Arnold",14.0,3101295
"Panula, Mrs. Juha (Maria Emilia Ojala)",41.0,3101295
"Pasic, Mr. Jakob",21.0,315097
"Patchett, Mr. George",19.0,358585
"Paulner, Mr. Uscher",,3411
"Pavlovic, Mr. Stefo",32.0,349242
"Peacock, Master. Alfred Edward",0.75,SOTON/O.Q. 3101315
"Peacock, Miss. Treasteall",3.0,SOTON/O.Q. 3101315
"Peacock, Mrs. Benjamin (Edith Nile)",26.0,SOTON/O.Q. 3101315
"Pearce, Mr. Ernest",,343271
"Pedersen, Mr. Olaf",,345498
"Peduzzi, Mr. Joseph",,A/5 2817
"Pekoniemi, Mr. Edvard",21.0,STON/O 2. 3101294
"Peltomaki, Mr. Nikolai Johannes",25.0,STON/O 2. 3101291
"Perkin, Mr. John Henry",22.0,A/5 21174
"Persson, Mr. Ernst Ulrik",25.0,347083
"Peter, Master. Michael J",,2668
"Peter, Miss. Anna",,2668
"Peter, Mrs. Catherine (Catherine Rizk)",,2668
"Peters, Miss. Katie",,330935
"Petersen, Mr. Marius",24.0,342441
"Petranec, Miss. Matilda",28.0,349245
"Petroff, Mr. Nedelio",19.0,349212
"Petroff, Mr. Pastcho (""Pentcho"")",,349215
"Petterson, Mr. Johan Emil",25.0,347076
"Pettersson, Miss. Ellen Natalia",18.0,347087
"Pickard, Mr. Berk (Berk Trembisky)",32.0,SOTON/O.Q. 392078
"Plotcharsky, Mr. Vasil",,349227
"Pokrnic, Mr. Mate",17.0,315095
"Pokrnic, Mr. Tome",24.0,315092
"Radeff, Mr. Alexander",,349223
"Rasmussen, Mrs. (Lena Jacobsen Solvang)",,65305
"Razi, Mr. Raihed",,2629
"Reed, Mr. James George",,362316
"Rekic, Mr. Tido",38.0,349249
"Reynolds, Mr. Harold J",21.0,342684
"Rice, Master. Albert",10.0,382652
"Rice, Master. Arthur",4.0,382652
"Rice, Master. Eric",7.0,382652
"Rice, Master. Eugene",2.0,382652
"Rice, Master. George Hugh",8.0,382652
"Rice, Mrs. William (Margaret Norton)",39.0,382652
"Riihivouri, Miss. Susanna Juhantytar ""Sanni""",22.0,3101295
"Rintamaki, Mr. Matti",35.0,STON/O 2. 3101273
"Riordan, Miss. Johanna ""Hannah""",,334915
"Risien, Mr. Samuel Beard",,364498
"Risien, Mrs. Samuel (Emma)",,364498
"Robins, Mr. Alexander A",50.0,A/5. 3337
"Robins, Mrs. Alexander A (Grace Charity Laury)",47.0,A/5. 3337
"Rogers, Mr. William John",,S.C./A.4. 23567
"Rommetvedt, Mr. Knud Paust",,312993
"Rosblom, Miss. Salli Helena",2.0,370129
"Rosblom, Mr. Viktor Richard",18.0,370129
"Rosblom, Mrs. Viktor (Helena Wilhelmina)",41.0,370129
"Roth, Miss. Sarah A",,342712
"Rouse, Mr. Richard Henry",50.0,A/5 3594
"Rush, Mr. Alfred George John",16.0,A/4. 20589
"Ryan, Mr. Edward",,383162
"Ryan, Mr. Patrick",,371110
"Saad, Mr. Amin",,2671
"Saad, Mr. Khalil",25.0,2672
"Saade, Mr. Jean Nassr",,2676
"Sadlier, Mr. Matthew",,367655
"Sadowitz, Mr. Harry",,LP 1588
"Saether, Mr. Simon Sivertsen",38.5,SOTON/O.Q. 3101262
"Sage, Master. Thomas Henry",,CA. 2343
"Sage, Master. William Henry",14.5,CA. 2343
"Sage, Miss. Ada",,CA. 2343
"Sage, Miss. Constance Gladys",,CA. 2343
"Sage, Miss. Dorothy Edith ""Dolly""",,CA. 2343
"Sage, Miss. Stella Anna",,CA. 2343
"Sage, Mr. Douglas Bullen",,CA. 2343
"Sage, Mr. Frederick",,CA. 2343
"Sage, Mr. George John Jr",,CA. 2343
"Sage, Mr. John George",,CA. 2343
"Sage, Mrs. John (Annie Bullen)",,CA. 2343
"Salander, Mr. Karl Johan",24.0,7266
"Salkjelsvik, Miss. Anna Kristine",21.0,343120
"Salonen, Mr. Johan Werner",39.0,3101296
"Samaan, Mr. Elias",,2662
"Samaan, Mr. Hanna",,2662
"Samaan, Mr. Youssef",,2662
"Sandstrom, Miss. Beatrice Irene",1.0,PP 9549
"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",24.0,PP 9549
"Sandstrom, Miss. Marguerite Rut",4.0,PP 9549
"Sap, Mr. Julius",25.0,345768
"Saundercock, Mr. William Henry",20.0,A/5. 2151
"Sawyer, Mr. Frederick Charles",24.5,342826
"Scanlan, Mr. James",,36209
"Sdycoff, Mr. Todor",,349222
"Shaughnessy, Mr. Patrick",,370374
"Sheerlinck, Mr. Jan Baptist",29.0,345779
"Shellard, Mr. Frederick William",,C.A. 6212
"Shine, Miss. Ellen Natalia",,330968
"Shorney, Mr. Charles Joseph",,374910
"Simmons, Mr. John",,SOTON/OQ 392082
"Sirayanian, Mr. Orsen",22.0,2669
"Sirota, Mr. Maurice",,392092
"Sivic, Mr. Husein",40.0,349251
"Sivola, Mr. Antti Wilhelm",21.0,STON/O 2. 3101280
"Sjoblom, Miss. Anna Sofia",18.0,3101265
"Skoog, Master. Harald",4.0,347088
"Skoog, Master. Karl Thorsten",10.0,347088
"Skoog, Miss. Mabel",9.0,347088
"Skoog, Miss. Margit Elizabeth",2.0,347088
"Skoog, Mr. Wilhelm",40.0,347088
"Skoog, Mrs. William (Anna Bernhardina Karlsson)",45.0,347088
"Slabenoff, Mr. Petco",,349214
"Slocovski, Mr. Selman Francis",,SOTON/OQ 392086
"Smiljanic, Mr. Mile",,315037
"Smith, Mr. Thomas",,384461
"Smyth, Miss. Julia",,335432
"Soholt, Mr. Peter Andreas Lauritz Andersen",19.0,348124
"Somerton, Mr. Francis William",30.0,A.5. 18509
"Spector, Mr. Woolf",,A.5. 3236
"Spinner, Mr. Henry John",32.0,STON/OQ. 369943
"Staneff, Mr. Ivan",,349208
"Stankovic, Mr. Ivan",33.0,349239
"Stanley, Miss. Amy Zillah Elsie",23.0,CA. 2314
"Stanley, Mr. Edward Roland",21.0,A/4 45380
"Storey, Mr. Thomas",60.5,3701
"Stoytcheff, Mr. Ilia",19.0,349205
"Strandberg, Miss. Ida Sofia",22.0,7553
"Stranden, Mr. Juho",31.0,STON/O 2. 3101288
"Strilic, Mr. Ivan",27.0,315083
"Strom, Miss. Telma Matilda",2.0,347054
"Strom, Mrs. Wilhelm (Elna Matilda Persson)",29.0,347054
"Sunderland, Mr. Victor Francis",16.0,SOTON/OQ 392089
"Sundman, Mr. Johan Julian",44.0,STON/O 2. 3101269
"Sutehall, Mr. Henry Jr",25.0,SOTON/OQ 392076
"Svensson, Mr. Johan",74.0,347060
"Svensson, Mr. Johan Cervin",14.0,7538
"Svensson, Mr. Olof",24.0,350035
"Tenglin, Mr. Gunnar Isidor",25.0,350033
"Theobald, Mr. Thomas Leonard",34.0,363294
"Thomas, Master. Assad Alexander",0.4167,2625
"Thomas, Mr. Charles P",,2621
"Thomas, Mr. John",,2681
"Thomas, Mr. Tannous",,2684
"Thomas, Mrs. Alexander (Thamine ""Thelma"")",16.0,2625
"Thomson, Mr. Alexander Morrison",,32302
"Thorneycroft, Mr. Percival",,376564
"Thorneycroft, Mrs. Percival (Florence Kate White)",,376564
"Tikkanen, Mr. Juho",32.0,STON/O 2. 3101293
"Tobin, Mr. Roger",,383121
"Todoroff, Mr. Lalio",,349216
"Tomlin, Mr. Ernest Portage",30.5,364499
"Torber, Mr. Ernst William",44.0,364511
"Torfa, Mr. Assad",,2673
"Tornquist, Mr. William Henry",25.0,LINE
"Toufik, Mr. Nakli",,2641
"Touma, Master. Georges Youssef",7.0,2650
"Touma, Miss. Maria Youssef",9.0,2650
"Touma, Mrs. Darwis (Hanne Youssef Razi)",29.0,2650
"Turcin, Mr. Stjepan",36.0,349247
"Turja, Miss. Anna Sofia",18.0,4138
"Turkula, Mrs. (Hedwig)",63.0,4134
"van Billiard, Master. James William",,A/5. 851
"van Billiard, Master. Walter John",11.5,A/5. 851
"van Billiard, Mr. Austin Blyler",40.5,A/5. 851
"Van Impe, Miss. Catharina",10.0,345773
"Van Impe, Mr. Jean Baptiste",36.0,345773
"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",30.0,345773
"van Melkebeke, Mr. Philemon",,345777
"Vande Velde, Mr. Johannes Joseph",33.0,345780
"Vande Walle, Mr. Nestor Cyriel",28.0,345770
"Vanden Steen, Mr. Leo Peter",28.0,345783
"Vander Cruyssen, Mr. Victor",47.0,345765
"Vander Planke, Miss. Augusta Maria",18.0,345764
"Vander Planke, Mr. Julius",31.0,345763
"Vander Planke, Mr. Leo Edmondus",16.0,345764
"Vander Planke, Mrs. Julius (Emelia Maria Vandemoortele)",31.0,345763
"Vartanian, Mr. David",22.0,2658
"Vendel, Mr. Olof Edvin",20.0,350416
"Vestrom, Miss. Hulda Amanda Adolfina",14.0,350406
"Vovk, Mr. Janko",22.0,349252
"Waelens, Mr. Achille",22.0,345767
"Ware, Mr. Frederick",,359309
"Warren, Mr. Charles William",,C.A. 49867
"Webber, Mr. James",,SOTON/OQ 3101316
"Wenzel, Mr. Linhart",32.5,345775
"Whabee, Mrs. George Joseph (Shawneene Abi-Saab)",38.0,2688
"Widegren, Mr. Carl/Charles Peter",51.0,347064
"Wiklund, Mr. Jakob Alfred",18.0,3101267
"Wiklund, Mr. Karl Johan",21.0,3101266
"Wilkes, Mrs. James (Ellen Needs)",47.0,363272
"Willer, Mr. Aaron (""Abi Weller"")",,3410
"Willey, Mr. Edward",,S.O./P.P. 751
"Williams, Mr. Howard Hugh ""Harry""",,A/5 2466
"Williams, Mr. Leslie",28.5,54636
"Windelov, Mr. Einar",21.0,SOTON/OQ 3101317
"Wirz, Mr. Albert",27.0,315154
"Wiseman, Mr. Phillippe",,A/4. 34244
"Wittevrongel, Mr. Camille",36.0,345771
"Yasbeck, Mr. Antoni",27.0,2659
"Yasbeck, Mrs. Antoni (Selini Alexander)",15.0,2659
"Youseff, Mr. Gerious",45.5,2628
"Yousif, Mr. Wazli",,2647
"Yousseff, Mr. Gerious",,2627
"Zabour, Miss. Hileni",14.5,2665
"Zabour, Miss. Thamine",,2665
"Zakarian, Mr. Mapriededer",26.5,2656
"Zakarian, Mr. Ortin",27.0,2670
"Zimmerman, Mr. Leo",29.0,315082
